"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","16-425073-12S-Acip-23",NA,"425073",2024-09-17,45.19383,-66.2759,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"184","16-425053-12S-Alos-11",NA,"425053",2024-09-17,45.18644,-66.3232,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ03","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"185","16-425064-12S-Alos-11",NA,"425064",2024-09-17,45.17988,-66.2949,"Alosa aestivalis",11737,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"186","16-425037-12S-Alos-11",NA,"425037",2024-09-16,45.14529,-66.2234,"Alosa aestivalis",20,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"187","16-425072-12S-Alos-11",NA,"425072",2024-09-17,45.18658,-66.2822,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ15","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"188","16-425035-12S-Alos-11",NA,"425035",2024-09-16,45.14204,-66.2503,"Alosa aestivalis",8647,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"189","16-425070-12S-Alos-11",NA,"425070",2024-09-17,45.18658,-66.2822,"Alosa aestivalis",16616,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ15","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"190","16-425003-12S-Alos-11",NA,"425003",2024-09-16,45.19013,-66.2633,"Alosa aestivalis",1314,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"191","16-425014-12S-Alos-11",NA,"425014",2024-09-16,45.16128,-66.2487,"Alosa aestivalis",6488,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"192","16-425033-12S-Alos-11",NA,"425033",2024-09-16,45.13854,-66.256,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"193","16-425041-12S-Alos-11",NA,"425041",2024-09-16,45.15359,-66.2352,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2a-12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"194","16-425036-12S-Alos-11",NA,"425036",2024-09-16,45.14204,-66.2503,"Alosa aestivalis",7020,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"195","16-425071-12S-Alos-11",NA,"425071",2024-09-17,45.18658,-66.2822,"Alosa aestivalis",7330,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ15","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"196","16-425023-12S-Alos-11",NA,"425023",2024-09-16,45.14131,-66.2579,"Alosa aestivalis",6839,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"197","16-425007-12S-Alos-11",NA,"425007",2024-09-16,45.17761,-66.2433,"Alosa aestivalis",15282,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"198","16-425029-12S-Alos-11",NA,"425029",2024-09-16,45.14163,-66.2592,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"199","16-425021-12S-Alos-11",NA,"425021",2024-09-16,45.14261,-66.2445,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"200","16-425032-12S-Alos-11",NA,"425032",2024-09-16,45.13854,-66.256,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"201","16-425056-12S-Alos-11",NA,"425056",2024-09-17,45.17873,-66.3162,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ05","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"202","16-425016-12S-Alos-11",NA,"425016",2024-09-16,45.15213,-66.2474,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"203","16-425054-12S-Alos-11",NA,"425054",2024-09-17,45.18644,-66.3232,"Alosa aestivalis",50,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ03","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"204","16-425065-12S-Alos-11",NA,"425065",2024-09-17,45.17988,-66.2949,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"205","16-425011-12S-Alos-11",NA,"425011",2024-09-16,45.16873,-66.2415,"Alosa aestivalis",21778,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ25","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"206","16-425073-12S-Alos-11",NA,"425073",2024-09-17,45.19383,-66.2759,"Alosa aestivalis",4249,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"207","16-425050-12S-Alos-11",NA,"425050",2024-09-17,45.19188,-66.32,"Alosa aestivalis",34,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ01","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"208","16-425009-12S-Alos-11",NA,"425009",2024-09-16,45.17761,-66.2433,"Alosa aestivalis",24090,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"209","16-425026-12S-Alos-11",NA,"425026",2024-09-16,45.14347,-66.2618,"Alosa aestivalis",15,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"210","16-425031-12S-Alos-11",NA,"425031",2024-09-16,45.13854,-66.256,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"211","16-425027-12S-Alos-11",NA,"425027",2024-09-16,45.14347,-66.2618,"Alosa aestivalis",3957,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"212","16-425042-12S-Alos-11",NA,"425042",2024-09-16,45.15359,-66.2352,"Alosa aestivalis",16504,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2a-12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"213","16-425018-12S-Alos-11",NA,"425018",2024-09-16,45.15213,-66.2474,"Alosa aestivalis",40012,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"214","16-425038-12S-Alos-11",NA,"425038",2024-09-16,45.14529,-66.2234,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"215","16-425052-12S-Alos-11",NA,"425052",2024-09-17,45.18644,-66.3232,"Alosa aestivalis",36,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ03","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"216","16-425008-12S-Alos-11",NA,"425008",2024-09-16,45.17761,-66.2433,"Alosa aestivalis",18541,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"217","16-425030-12S-Alos-11",NA,"425030",2024-09-16,45.14163,-66.2592,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"218","16-425004-12S-Alos-11",NA,"425004",2024-09-16,45.18383,-66.2534,"Alosa aestivalis",9603,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"219","16-425022-12S-Alos-11",NA,"425022",2024-09-16,45.14131,-66.2579,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"220","16-425012-12S-Alos-11",NA,"425012",2024-09-16,45.16873,-66.2415,"Alosa aestivalis",13319,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ25","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"221","16-425017-12S-Alos-11",NA,"425017",2024-09-16,45.15213,-66.2474,"Alosa aestivalis",22,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"222","16-425051-12S-Alos-11",NA,"425051",2024-09-17,45.19188,-66.32,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ01","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"223","16-425055-12S-Alos-11",NA,"425055",2024-09-17,45.17873,-66.3162,"Alosa aestivalis",28,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ05","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"224","16-425075-12S-Alos-11",NA,"425075",2024-09-17,45.19383,-66.2759,"Alosa aestivalis",38,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"225","16-425074-12S-Alos-11",NA,"425074",2024-09-17,45.19383,-66.2759,"Alosa aestivalis",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158667,"urn:lsid:marinespecies.org:taxname:158667","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"226","16-425022-12S-Alos-7",NA,"425022",2024-09-16,45.14131,-66.2579,"Alosa pseudoharengus",11658,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"227","16-425021-12S-Alos-7",NA,"425021",2024-09-16,45.14261,-66.2445,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"228","16-425032-12S-Alos-7",NA,"425032",2024-09-16,45.13854,-66.256,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"229","16-425033-12S-Alos-7",NA,"425033",2024-09-16,45.13854,-66.256,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"230","16-425020-12S-Alos-7",NA,"425020",2024-09-16,45.14261,-66.2445,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"231","16-425001-12S-Alos-7",NA,"425001",2024-09-16,45.19013,-66.2633,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"232","16-425025-12S-Alos-7",NA,"425025",2024-09-16,45.14347,-66.2618,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"233","16-425023-12S-Alos-7",NA,"425023",2024-09-16,45.14131,-66.2579,"Alosa pseudoharengus",1494,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"234","16-425034-12S-Alos-7",NA,"425034",2024-09-16,45.14204,-66.2503,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"235","16-425024-12S-Alos-7",NA,"425024",2024-09-16,45.14131,-66.2579,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"236","16-425009-12S-Alos-7",NA,"425009",2024-09-16,45.17761,-66.2433,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"237","16-425005-12S-Alos-7",NA,"425005",2024-09-16,45.18383,-66.2534,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"238","16-425013-12S-Alos-7",NA,"425013",2024-09-16,45.16128,-66.2487,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"239","16-425048-12S-Alos-7",NA,"425048",2024-09-16,45.15797,-66.2573,"Alosa pseudoharengus",1993,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2a-1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"240","16-425029-12S-Alos-7",NA,"425029",2024-09-16,45.14163,-66.2592,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone2b-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
"241","16-425059-12S-Alos-7",NA,"425059",2024-09-17,45.17134,-66.3074,"Alosa pseudoharengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","MUSQ07","Nick Jeffery | Ryan Stanley | Andrew Cooper | Kaleb Zelman","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2024,158669,"urn:lsid:marinespecies.org:taxname:158669","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa"
