"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","24-424029-12S-Acip-23",NA,"424029",2023-09-12,45.15825,-66.2577,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"739","24-424039-12S-Cato-14",NA,"424039",2023-09-12,45.152,-66.2486,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"740","24-424074-12S-Cato-14",NA,"424074",2023-09-13,45.18582,-66.2564,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"741","24-424037-12S-Cato-14",NA,"424037",2023-09-12,45.152,-66.2486,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"742","24-424045-12S-Cato-14",NA,"424045",2023-09-13,45.19023,-66.2634,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"743","24-424021-12S-Cato-14",NA,"424021",2023-09-12,45.1456,-66.2421,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"744","24-424016-12S-Cato-14",NA,"424016",2023-09-12,45.14198,-66.2505,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"745","24-424056-12S-Cato-14",NA,"424056",2023-09-13,45.17198,-66.3087,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_07","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"746","24-424065-12S-Cato-14",NA,"424065",2023-09-13,45.18607,-66.2961,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_13","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"747","24-424038-12S-Cato-14",NA,"424038",2023-09-12,45.152,-66.2486,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"748","24-424062-12S-Cato-14",NA,"424062",2023-09-13,45.17877,-66.2931,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"749","24-424060-12S-Cato-14",NA,"424060",2023-09-13,45.17326,-66.3005,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_09","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"750","24-424052-12S-Cato-14",NA,"424052",2023-09-13,45.17898,-66.3161,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_05","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"751","24-424041-12S-Cato-14",NA,"424041",2023-09-12,45.14308,-66.2449,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"752","24-424076-12S-Cato-14",NA,"424076",2023-09-13,45.1777,-66.2428,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"753","24-424042-12S-Cato-14",NA,"424042",2023-09-12,45.14308,-66.2449,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"754","24-424086-12S-Cato-14",NA,"424086",2023-09-13,45.1857,-66.256,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"755","24-424077-12S-Cato-14",NA,"424077",2023-09-13,45.1777,-66.2428,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"756","24-424005-12S-Cato-14",NA,"424005",2023-09-12,45.14177,-66.2601,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"757","24-424018-12S-Cato-14",NA,"424018",2023-09-12,45.14198,-66.2505,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"758","24-424040-12S-Cato-14",NA,"424040",2023-09-12,45.14308,-66.2449,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"759","24-424043-12S-Cato-14",NA,"424043",2023-09-13,45.19023,-66.2634,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"760","24-424061-12S-Cato-14",NA,"424061",2023-09-13,45.17877,-66.2931,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"761","24-424023-12S-Cato-14",NA,"424023",2023-09-12,45.15351,-66.2348,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"762","24-424022-12S-Cato-14",NA,"424022",2023-09-12,45.15351,-66.2348,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"763","24-424017-12S-Cato-14",NA,"424017",2023-09-12,45.14198,-66.2505,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"764","24-424075-12S-Cato-14",NA,"424075",2023-09-13,45.18582,-66.2564,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"765","24-424019-12S-Cato-14",NA,"424019",2023-09-12,45.1456,-66.2421,"Catostomus commersonii",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,158707,"urn:lsid:marinespecies.org:taxname:158707","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus"
"766","24-424001-12S-Clup-1",NA,"424001",2023-09-12,45.14348,-66.2628,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"767","24-424009-12S-Clup-1",NA,"424009",2023-09-12,45.14066,-66.258,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"768","24-424020-12S-Clup-1",NA,"424020",2023-09-12,45.1456,-66.2421,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"769","24-424039-12S-Clup-1",NA,"424039",2023-09-12,45.152,-66.2486,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_29","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"770","24-424058-12S-Clup-1",NA,"424058",2023-09-13,45.17326,-66.3005,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_09","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"771","24-424066-12S-Clup-1",NA,"424066",2023-09-13,45.18607,-66.2961,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_13","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"772","24-424077-12S-Clup-1",NA,"424077",2023-09-13,45.1777,-66.2428,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"773","24-424005-12S-Clup-1",NA,"424005",2023-09-12,45.14177,-66.2601,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"774","24-424024-12S-Clup-1",NA,"424024",2023-09-12,45.15351,-66.2348,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"775","24-424032-12S-Clup-1",NA,"424032",2023-09-12,45.16897,-66.2413,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_25","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"776","24-424043-12S-Clup-1",NA,"424043",2023-09-13,45.19023,-66.2634,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"777","24-424062-12S-Clup-1",NA,"424062",2023-09-13,45.17877,-66.2931,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"778","24-424082-12S-Clup-1",NA,"424082",2023-09-13,45.15342,-66.2546,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"779","24-424022-12S-Clup-1",NA,"424022",2023-09-12,45.15351,-66.2348,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_12","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"780","24-424017-12S-Clup-1",NA,"424017",2023-09-12,45.14198,-66.2505,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"781","24-424028-12S-Clup-1",NA,"424028",2023-09-12,45.15825,-66.2577,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"782","24-424047-12S-Clup-1",NA,"424047",2023-09-13,45.19216,-66.32,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_01","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"783","24-424055-12S-Clup-1",NA,"424055",2023-09-13,45.17198,-66.3087,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_07","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"784","24-424074-12S-Clup-1",NA,"424074",2023-09-13,45.18582,-66.2564,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"785","24-424086-12S-Clup-1",NA,"424086",2023-09-13,45.1857,-66.256,"Clupea harengus",95973,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"786","24-424013-12S-Clup-1",NA,"424013",2023-09-12,45.14019,-66.255,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_4","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"787","24-424021-12S-Clup-1",NA,"424021",2023-09-12,45.1456,-66.2421,"Clupea harengus",131468,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"788","24-424040-12S-Clup-1",NA,"424040",2023-09-12,45.14308,-66.2449,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"789","24-424051-12S-Clup-1",NA,"424051",2023-09-13,45.1859,-66.3237,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_03","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"790","24-424070-12S-Clup-1",NA,"424070",2023-09-13,45.19351,-66.2761,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"791","24-424078-12S-Clup-1",NA,"424078",2023-09-13,45.1777,-66.2428,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"792","24-424006-12S-Clup-1",NA,"424006",2023-09-12,45.14177,-66.2601,"Clupea harengus",79360,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","present",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"793","24-424025-12S-Clup-1",NA,"424025",2023-09-12,45.15393,-66.2542,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_10","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
"794","24-424036-12S-Clup-1",NA,"424036",2023-09-12,45.16154,-66.2485,"Clupea harengus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,126417,"urn:lsid:marinespecies.org:taxname:126417","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea"
